id,receiver_subcategory,ci_subtype,receiver_country,region_name
2342,Food,Food Retailers and Distributors,Vietnam,ASIA
2342,Food,Agricultural Operations,Vietnam,SEA
2342,Food,Agricultural Operations,Vietnam,SCS
2342,Food,Agricultural Operations,Vietnam,ASIA
2343,Finance,Investment Firms,Vietnam,SEA
2343,Finance,Investment Firms,Vietnam,SCS
2343,Finance,Investment Firms,Vietnam,ASIA
2349,Transportation,Airlines,Switzerland,WESTEU
2349,Transportation,Airlines,Switzerland,EUROPE
2350,Health,Other healthcare providers,United States,NORTHAM
2350,Health,Other healthcare providers,United States,NATO
2353,Research,University Research Departments,Ecuador,No region
2353,Critical Manufacturing,Unknown,Ecuador,No region
2353,Space,Unknown,Ecuador,No region
2353,Defence industry,Cybersecurity Firms,Ecuador,No region
2353,Finance,Unknown,Ecuador,No region
2353,Telecommunications,Unknown,Ecuador,No region
2353,Health,Unknown,Ecuador,No region
2353,Transportation,Unknown,Ecuador,No region
2353,Energy,Unknown,Ecuador,No region
2353,Research,University Research Departments,Nicaragua,CENTAM
2353,Critical Manufacturing,Unknown,Nicaragua,CENTAM
2353,Space,Unknown,Nicaragua,CENTAM
2353,Defence industry,Cybersecurity Firms,Nicaragua,CENTAM
2353,Finance,Unknown,Nicaragua,CENTAM
2353,Telecommunications,Unknown,Nicaragua,CENTAM
2353,Health,Unknown,Nicaragua,CENTAM
2353,Transportation,Unknown,Nicaragua,CENTAM
2353,Energy,Unknown,Nicaragua,CENTAM
2353,Research,University Research Departments,Mexico,CENTAM
2353,Critical Manufacturing,Unknown,Mexico,CENTAM
2353,Space,Unknown,Mexico,CENTAM
2353,Defence industry,Cybersecurity Firms,Mexico,CENTAM
2353,Finance,Unknown,Mexico,CENTAM
2353,Telecommunications,Unknown,Mexico,CENTAM
2353,Health,Unknown,Mexico,CENTAM
2353,Transportation,Unknown,Mexico,CENTAM
2353,Energy,Unknown,Mexico,CENTAM
2353,Research,University Research Departments,Canada,NORTHAM
2353,Research,University Research Departments,Canada,NATO
2353,Critical Manufacturing,Unknown,Canada,NORTHAM
2353,Critical Manufacturing,Unknown,Canada,NATO
2353,Space,Unknown,Canada,NORTHAM
2353,Space,Unknown,Canada,NATO
2353,Defence industry,Cybersecurity Firms,Canada,NORTHAM
2353,Defence industry,Cybersecurity Firms,Canada,NATO
2353,Finance,Unknown,Canada,NORTHAM
2353,Finance,Unknown,Canada,NATO
2353,Telecommunications,Unknown,Canada,NORTHAM
2353,Telecommunications,Unknown,Canada,NATO
2353,Health,Unknown,Canada,NORTHAM
2353,Health,Unknown,Canada,NATO
2353,Transportation,Unknown,Canada,NORTHAM
2353,Transportation,Unknown,Canada,NATO
2353,Energy,Unknown,Canada,NORTHAM
2353,Energy,Unknown,Canada,NATO
2353,Research,University Research Departments,Paraguay,SOUTHAM
2353,Critical Manufacturing,Unknown,Paraguay,SOUTHAM
2353,Space,Unknown,Paraguay,SOUTHAM
2353,Defence industry,Cybersecurity Firms,Paraguay,SOUTHAM
2353,Finance,Unknown,Paraguay,SOUTHAM
2353,Telecommunications,Unknown,Paraguay,SOUTHAM
2353,Health,Unknown,Paraguay,SOUTHAM
2353,Transportation,Unknown,Paraguay,SOUTHAM
2353,Energy,Unknown,Paraguay,SOUTHAM
2353,Research,University Research Departments,Argentina,SOUTHAM
2353,Critical Manufacturing,Unknown,Argentina,SOUTHAM
2353,Space,Unknown,Argentina,SOUTHAM
2353,Defence industry,Cybersecurity Firms,Argentina,SOUTHAM
2353,Finance,Unknown,Argentina,SOUTHAM
2353,Telecommunications,Unknown,Argentina,SOUTHAM
2353,Health,Unknown,Argentina,SOUTHAM
2353,Transportation,Unknown,Argentina,SOUTHAM
2353,Energy,Unknown,Argentina,SOUTHAM
2353,Research,University Research Departments,United States,NORTHAM
2353,Research,University Research Departments,United States,NATO
2353,Critical Manufacturing,Unknown,United States,NORTHAM
2353,Critical Manufacturing,Unknown,United States,NATO
2353,Space,Unknown,United States,NORTHAM
2353,Space,Unknown,United States,NATO
2353,Defence industry,Cybersecurity Firms,United States,NORTHAM
2353,Defence industry,Cybersecurity Firms,United States,NATO
2353,Finance,Unknown,United States,NORTHAM
2353,Finance,Unknown,United States,NATO
2353,Telecommunications,Unknown,United States,NORTHAM
2353,Telecommunications,Unknown,United States,NATO
2353,Health,Unknown,United States,NORTHAM
2353,Health,Unknown,United States,NATO
2353,Transportation,Unknown,United States,NORTHAM
2353,Transportation,Unknown,United States,NATO
2353,Energy,Unknown,United States,NORTHAM
2353,Energy,Unknown,United States,NATO
2353,Research,University Research Departments,Peru,SOUTHAM
2353,Critical Manufacturing,Unknown,Peru,SOUTHAM
2353,Space,Unknown,Peru,SOUTHAM
2353,Defence industry,Cybersecurity Firms,Peru,SOUTHAM
2353,Finance,Unknown,Peru,SOUTHAM
2353,Telecommunications,Unknown,Peru,SOUTHAM
2353,Health,Unknown,Peru,SOUTHAM
2353,Transportation,Unknown,Peru,SOUTHAM
2353,Energy,Unknown,Peru,SOUTHAM
2353,Research,University Research Departments,Panama,CENTAM
2353,Critical Manufacturing,Unknown,Panama,CENTAM
2353,Space,Unknown,Panama,CENTAM
2353,Defence industry,Cybersecurity Firms,Panama,CENTAM
2353,Finance,Unknown,Panama,CENTAM
2353,Telecommunications,Unknown,Panama,CENTAM
2353,Health,Unknown,Panama,CENTAM
2353,Transportation,Unknown,Panama,CENTAM
2353,Energy,Unknown,Panama,CENTAM
2353,Research,University Research Departments,Costa Rica,CENTAM
2353,Critical Manufacturing,Unknown,Costa Rica,CENTAM
2353,Space,Unknown,Costa Rica,CENTAM
2353,Defence industry,Cybersecurity Firms,Costa Rica,CENTAM
2353,Finance,Unknown,Costa Rica,CENTAM
2353,Telecommunications,Unknown,Costa Rica,CENTAM
2353,Health,Unknown,Costa Rica,CENTAM
2353,Transportation,Unknown,Costa Rica,CENTAM
2353,Energy,Unknown,Costa Rica,CENTAM
2353,Research,University Research Departments,Chile,SOUTHAM
2353,Critical Manufacturing,Unknown,Chile,SOUTHAM
2353,Space,Unknown,Chile,SOUTHAM
2353,Defence industry,Cybersecurity Firms,Chile,SOUTHAM
2353,Finance,Unknown,Chile,SOUTHAM
2353,Telecommunications,Unknown,Chile,SOUTHAM
2353,Health,Unknown,Chile,SOUTHAM
2353,Transportation,Unknown,Chile,SOUTHAM
2353,Energy,Unknown,Chile,SOUTHAM
2353,Research,University Research Departments,Brazil,SOUTHAM
2353,Critical Manufacturing,Unknown,Brazil,SOUTHAM
2353,Space,Unknown,Brazil,SOUTHAM
2353,Defence industry,Cybersecurity Firms,Brazil,SOUTHAM
2353,Finance,Unknown,Brazil,SOUTHAM
2353,Telecommunications,Unknown,Brazil,SOUTHAM
2353,Health,Unknown,Brazil,SOUTHAM
2353,Transportation,Unknown,Brazil,SOUTHAM
2353,Energy,Unknown,Brazil,SOUTHAM
2353,Research,University Research Departments,Not available,No region
2353,Critical Manufacturing,Unknown,Not available,No region
2353,Space,Unknown,Not available,No region
2353,Defence industry,Cybersecurity Firms,Not available,No region
2353,Finance,Unknown,Not available,No region
2353,Telecommunications,Unknown,Not available,No region
2353,Health,Unknown,Not available,No region
2353,Transportation,Unknown,Not available,No region
2353,Energy,Unknown,Not available,No region
2353,Research,University Research Departments,Czech Republic,EASTEU
2353,Research,University Research Departments,Czech Republic,EU
2353,Research,University Research Departments,Czech Republic,NATO
2353,Research,University Research Departments,Czech Republic,EUROPE
2353,Critical Manufacturing,Unknown,Czech Republic,EASTEU
2353,Critical Manufacturing,Unknown,Czech Republic,EU
2353,Critical Manufacturing,Unknown,Czech Republic,NATO
2353,Critical Manufacturing,Unknown,Czech Republic,EUROPE
2353,Space,Unknown,Czech Republic,EASTEU
2353,Space,Unknown,Czech Republic,EU
2353,Space,Unknown,Czech Republic,NATO
2353,Space,Unknown,Czech Republic,EUROPE
2353,Defence industry,Cybersecurity Firms,Czech Republic,EASTEU
2353,Defence industry,Cybersecurity Firms,Czech Republic,EU
2353,Defence industry,Cybersecurity Firms,Czech Republic,NATO
2353,Defence industry,Cybersecurity Firms,Czech Republic,EUROPE
2353,Finance,Unknown,Czech Republic,EASTEU
2353,Finance,Unknown,Czech Republic,EU
2353,Finance,Unknown,Czech Republic,NATO
2353,Finance,Unknown,Czech Republic,EUROPE
2353,Telecommunications,Unknown,Czech Republic,EASTEU
2353,Telecommunications,Unknown,Czech Republic,EU
2353,Telecommunications,Unknown,Czech Republic,NATO
2353,Telecommunications,Unknown,Czech Republic,EUROPE
2353,Health,Unknown,Czech Republic,EASTEU
2353,Health,Unknown,Czech Republic,EU
2353,Health,Unknown,Czech Republic,NATO
2353,Health,Unknown,Czech Republic,EUROPE
2353,Transportation,Unknown,Czech Republic,EASTEU
2353,Transportation,Unknown,Czech Republic,EU
2353,Transportation,Unknown,Czech Republic,NATO
2353,Transportation,Unknown,Czech Republic,EUROPE
2353,Energy,Unknown,Czech Republic,EASTEU
2353,Energy,Unknown,Czech Republic,EU
2353,Energy,Unknown,Czech Republic,NATO
2353,Energy,Unknown,Czech Republic,EUROPE
2353,Research,University Research Departments,Serbia,WBALKANS
2353,Research,University Research Departments,Serbia,BALKANS
2353,Research,University Research Departments,Serbia,EUROPE
2353,Critical Manufacturing,Unknown,Serbia,WBALKANS
2353,Critical Manufacturing,Unknown,Serbia,BALKANS
2353,Critical Manufacturing,Unknown,Serbia,EUROPE
2353,Space,Unknown,Serbia,WBALKANS
2353,Space,Unknown,Serbia,BALKANS
2353,Space,Unknown,Serbia,EUROPE
2353,Defence industry,Cybersecurity Firms,Serbia,WBALKANS
2353,Defence industry,Cybersecurity Firms,Serbia,BALKANS
2353,Defence industry,Cybersecurity Firms,Serbia,EUROPE
2353,Finance,Unknown,Serbia,WBALKANS
2353,Finance,Unknown,Serbia,BALKANS
2353,Finance,Unknown,Serbia,EUROPE
2353,Telecommunications,Unknown,Serbia,WBALKANS
2353,Telecommunications,Unknown,Serbia,BALKANS
2353,Telecommunications,Unknown,Serbia,EUROPE
2353,Health,Unknown,Serbia,WBALKANS
2353,Health,Unknown,Serbia,BALKANS
2353,Health,Unknown,Serbia,EUROPE
2353,Transportation,Unknown,Serbia,WBALKANS
2353,Transportation,Unknown,Serbia,BALKANS
2353,Transportation,Unknown,Serbia,EUROPE
2353,Energy,Unknown,Serbia,WBALKANS
2353,Energy,Unknown,Serbia,BALKANS
2353,Energy,Unknown,Serbia,EUROPE
2353,Research,University Research Departments,France,WESTEU
2353,Research,University Research Departments,France,EU
2353,Research,University Research Departments,France,NATO
2353,Research,University Research Departments,France,EUROPE
2353,Critical Manufacturing,Unknown,France,WESTEU
2353,Critical Manufacturing,Unknown,France,EU
2353,Critical Manufacturing,Unknown,France,NATO
2353,Critical Manufacturing,Unknown,France,EUROPE
2353,Space,Unknown,France,WESTEU
2353,Space,Unknown,France,EU
2353,Space,Unknown,France,NATO
2353,Space,Unknown,France,EUROPE
2353,Defence industry,Cybersecurity Firms,France,WESTEU
2353,Defence industry,Cybersecurity Firms,France,EU
2353,Defence industry,Cybersecurity Firms,France,NATO
2353,Defence industry,Cybersecurity Firms,France,EUROPE
2353,Finance,Unknown,France,WESTEU
2353,Finance,Unknown,France,EU
2353,Finance,Unknown,France,NATO
2353,Finance,Unknown,France,EUROPE
2353,Telecommunications,Unknown,France,WESTEU
2353,Telecommunications,Unknown,France,EU
2353,Telecommunications,Unknown,France,NATO
2353,Telecommunications,Unknown,France,EUROPE
2353,Health,Unknown,France,WESTEU
2353,Health,Unknown,France,EU
2353,Health,Unknown,France,NATO
2353,Health,Unknown,France,EUROPE
2353,Transportation,Unknown,France,WESTEU
2353,Transportation,Unknown,France,EU
2353,Transportation,Unknown,France,NATO
2353,Transportation,Unknown,France,EUROPE
2353,Energy,Unknown,France,WESTEU
2353,Energy,Unknown,France,EU
2353,Energy,Unknown,France,NATO
2353,Energy,Unknown,France,EUROPE
2353,Research,University Research Departments,Bulgaria,EU
2353,Research,University Research Departments,Bulgaria,NATO
2353,Research,University Research Departments,Bulgaria,BALKANS
2353,Research,University Research Departments,Bulgaria,EUROPE
2353,Critical Manufacturing,Unknown,Bulgaria,EU
2353,Critical Manufacturing,Unknown,Bulgaria,NATO
2353,Critical Manufacturing,Unknown,Bulgaria,BALKANS
2353,Critical Manufacturing,Unknown,Bulgaria,EUROPE
2353,Space,Unknown,Bulgaria,EU
2353,Space,Unknown,Bulgaria,NATO
2353,Space,Unknown,Bulgaria,BALKANS
2353,Space,Unknown,Bulgaria,EUROPE
2353,Defence industry,Cybersecurity Firms,Bulgaria,EU
2353,Defence industry,Cybersecurity Firms,Bulgaria,NATO
2353,Defence industry,Cybersecurity Firms,Bulgaria,BALKANS
2353,Defence industry,Cybersecurity Firms,Bulgaria,EUROPE
2353,Finance,Unknown,Bulgaria,EU
2353,Finance,Unknown,Bulgaria,NATO
2353,Finance,Unknown,Bulgaria,BALKANS
2353,Finance,Unknown,Bulgaria,EUROPE
2353,Telecommunications,Unknown,Bulgaria,EU
2353,Telecommunications,Unknown,Bulgaria,NATO
2353,Telecommunications,Unknown,Bulgaria,BALKANS
2353,Telecommunications,Unknown,Bulgaria,EUROPE
2353,Health,Unknown,Bulgaria,EU
2353,Health,Unknown,Bulgaria,NATO
2353,Health,Unknown,Bulgaria,BALKANS
2353,Health,Unknown,Bulgaria,EUROPE
2353,Transportation,Unknown,Bulgaria,EU
2353,Transportation,Unknown,Bulgaria,NATO
2353,Transportation,Unknown,Bulgaria,BALKANS
2353,Transportation,Unknown,Bulgaria,EUROPE
2353,Energy,Unknown,Bulgaria,EU
2353,Energy,Unknown,Bulgaria,NATO
2353,Energy,Unknown,Bulgaria,BALKANS
2353,Energy,Unknown,Bulgaria,EUROPE
2353,Research,University Research Departments,Ireland,NORTHEU
2353,Research,University Research Departments,Ireland,EU
2353,Research,University Research Departments,Ireland,EUROPE
2353,Critical Manufacturing,Unknown,Ireland,NORTHEU
2353,Critical Manufacturing,Unknown,Ireland,EU
2353,Critical Manufacturing,Unknown,Ireland,EUROPE
2353,Space,Unknown,Ireland,NORTHEU
2353,Space,Unknown,Ireland,EU
2353,Space,Unknown,Ireland,EUROPE
2353,Defence industry,Cybersecurity Firms,Ireland,NORTHEU
2353,Defence industry,Cybersecurity Firms,Ireland,EU
2353,Defence industry,Cybersecurity Firms,Ireland,EUROPE
2353,Finance,Unknown,Ireland,NORTHEU
2353,Finance,Unknown,Ireland,EU
2353,Finance,Unknown,Ireland,EUROPE
2353,Telecommunications,Unknown,Ireland,NORTHEU
2353,Telecommunications,Unknown,Ireland,EU
2353,Telecommunications,Unknown,Ireland,EUROPE
2353,Health,Unknown,Ireland,NORTHEU
2353,Health,Unknown,Ireland,EU
2353,Health,Unknown,Ireland,EUROPE
2353,Transportation,Unknown,Ireland,NORTHEU
2353,Transportation,Unknown,Ireland,EU
2353,Transportation,Unknown,Ireland,EUROPE
2353,Energy,Unknown,Ireland,NORTHEU
2353,Energy,Unknown,Ireland,EU
2353,Energy,Unknown,Ireland,EUROPE
2353,Research,University Research Departments,Switzerland,WESTEU
2353,Research,University Research Departments,Switzerland,EUROPE
2353,Critical Manufacturing,Unknown,Switzerland,WESTEU
2353,Critical Manufacturing,Unknown,Switzerland,EUROPE
2353,Space,Unknown,Switzerland,WESTEU
2353,Space,Unknown,Switzerland,EUROPE
2353,Defence industry,Cybersecurity Firms,Switzerland,WESTEU
2353,Defence industry,Cybersecurity Firms,Switzerland,EUROPE
2353,Finance,Unknown,Switzerland,WESTEU
2353,Finance,Unknown,Switzerland,EUROPE
2353,Telecommunications,Unknown,Switzerland,WESTEU
2353,Telecommunications,Unknown,Switzerland,EUROPE
2353,Health,Unknown,Switzerland,WESTEU
2353,Health,Unknown,Switzerland,EUROPE
2353,Transportation,Unknown,Switzerland,WESTEU
2353,Transportation,Unknown,Switzerland,EUROPE
2353,Energy,Unknown,Switzerland,WESTEU
2353,Energy,Unknown,Switzerland,EUROPE
2353,Research,University Research Departments,Denmark,NORTHEU
2353,Research,University Research Departments,Denmark,EU
2353,Research,University Research Departments,Denmark,NATO
2353,Research,University Research Departments,Denmark,EUROPE
2353,Critical Manufacturing,Unknown,Denmark,NORTHEU
2353,Critical Manufacturing,Unknown,Denmark,EU
2353,Critical Manufacturing,Unknown,Denmark,NATO
2353,Critical Manufacturing,Unknown,Denmark,EUROPE
2353,Space,Unknown,Denmark,NORTHEU
2353,Space,Unknown,Denmark,EU
2353,Space,Unknown,Denmark,NATO
2353,Space,Unknown,Denmark,EUROPE
2353,Defence industry,Cybersecurity Firms,Denmark,NORTHEU
2353,Defence industry,Cybersecurity Firms,Denmark,EU
2353,Defence industry,Cybersecurity Firms,Denmark,NATO
2353,Defence industry,Cybersecurity Firms,Denmark,EUROPE
2353,Finance,Unknown,Denmark,NORTHEU
2353,Finance,Unknown,Denmark,EU
2353,Finance,Unknown,Denmark,NATO
2353,Finance,Unknown,Denmark,EUROPE
2353,Telecommunications,Unknown,Denmark,NORTHEU
2353,Telecommunications,Unknown,Denmark,EU
2353,Telecommunications,Unknown,Denmark,NATO
2353,Telecommunications,Unknown,Denmark,EUROPE
2353,Health,Unknown,Denmark,NORTHEU
2353,Health,Unknown,Denmark,EU
2353,Health,Unknown,Denmark,NATO
2353,Health,Unknown,Denmark,EUROPE
2353,Transportation,Unknown,Denmark,NORTHEU
2353,Transportation,Unknown,Denmark,EU
2353,Transportation,Unknown,Denmark,NATO
2353,Transportation,Unknown,Denmark,EUROPE
2353,Energy,Unknown,Denmark,NORTHEU
2353,Energy,Unknown,Denmark,EU
2353,Energy,Unknown,Denmark,NATO
2353,Energy,Unknown,Denmark,EUROPE
2353,Research,University Research Departments,Turkey,MEA
2353,Research,University Research Departments,Turkey,NATO
2353,Research,University Research Departments,Turkey,ASIA
2353,Critical Manufacturing,Unknown,Turkey,MEA
2353,Critical Manufacturing,Unknown,Turkey,NATO
2353,Critical Manufacturing,Unknown,Turkey,ASIA
2353,Space,Unknown,Turkey,MEA
2353,Space,Unknown,Turkey,NATO
2353,Space,Unknown,Turkey,ASIA
2353,Defence industry,Cybersecurity Firms,Turkey,MEA
2353,Defence industry,Cybersecurity Firms,Turkey,NATO
2353,Defence industry,Cybersecurity Firms,Turkey,ASIA
2353,Finance,Unknown,Turkey,MEA
2353,Finance,Unknown,Turkey,NATO
2353,Finance,Unknown,Turkey,ASIA
2353,Telecommunications,Unknown,Turkey,MEA
2353,Telecommunications,Unknown,Turkey,NATO
2353,Telecommunications,Unknown,Turkey,ASIA
2353,Health,Unknown,Turkey,MEA
2353,Health,Unknown,Turkey,NATO
2353,Health,Unknown,Turkey,ASIA
2353,Transportation,Unknown,Turkey,MEA
2353,Transportation,Unknown,Turkey,NATO
2353,Transportation,Unknown,Turkey,ASIA
2353,Energy,Unknown,Turkey,MEA
2353,Energy,Unknown,Turkey,NATO
2353,Energy,Unknown,Turkey,ASIA
2353,Research,University Research Departments,Japan,NEA
2353,Research,University Research Departments,Japan,SCS
2353,Research,University Research Departments,Japan,ASIA
2353,Critical Manufacturing,Unknown,Japan,NEA
2353,Critical Manufacturing,Unknown,Japan,SCS
2353,Critical Manufacturing,Unknown,Japan,ASIA
2353,Space,Unknown,Japan,NEA
2353,Space,Unknown,Japan,SCS
2353,Space,Unknown,Japan,ASIA
2353,Defence industry,Cybersecurity Firms,Japan,NEA
2353,Defence industry,Cybersecurity Firms,Japan,SCS
2353,Defence industry,Cybersecurity Firms,Japan,ASIA
2353,Finance,Unknown,Japan,NEA
2353,Finance,Unknown,Japan,SCS
2353,Finance,Unknown,Japan,ASIA
2353,Telecommunications,Unknown,Japan,NEA
2353,Telecommunications,Unknown,Japan,SCS
2353,Telecommunications,Unknown,Japan,ASIA
2353,Health,Unknown,Japan,NEA
2353,Health,Unknown,Japan,SCS
2353,Health,Unknown,Japan,ASIA
2353,Transportation,Unknown,Japan,NEA
2353,Transportation,Unknown,Japan,SCS
2353,Transportation,Unknown,Japan,ASIA
2353,Energy,Unknown,Japan,NEA
2353,Energy,Unknown,Japan,SCS
2353,Energy,Unknown,Japan,ASIA
2353,Research,University Research Departments,Norway,NORTHEU
2353,Research,University Research Departments,Norway,NATO
2353,Research,University Research Departments,Norway,EUROPE
2353,Critical Manufacturing,Unknown,Norway,NORTHEU
2353,Critical Manufacturing,Unknown,Norway,NATO
2353,Critical Manufacturing,Unknown,Norway,EUROPE
2353,Space,Unknown,Norway,NORTHEU
2353,Space,Unknown,Norway,NATO
2353,Space,Unknown,Norway,EUROPE
2353,Defence industry,Cybersecurity Firms,Norway,NORTHEU
2353,Defence industry,Cybersecurity Firms,Norway,NATO
2353,Defence industry,Cybersecurity Firms,Norway,EUROPE
2353,Finance,Unknown,Norway,NORTHEU
2353,Finance,Unknown,Norway,NATO
2353,Finance,Unknown,Norway,EUROPE
2353,Telecommunications,Unknown,Norway,NORTHEU
2353,Telecommunications,Unknown,Norway,NATO
2353,Telecommunications,Unknown,Norway,EUROPE
2353,Health,Unknown,Norway,NORTHEU
2353,Health,Unknown,Norway,NATO
2353,Health,Unknown,Norway,EUROPE
2353,Transportation,Unknown,Norway,NORTHEU
2353,Transportation,Unknown,Norway,NATO
2353,Transportation,Unknown,Norway,EUROPE
2353,Energy,Unknown,Norway,NORTHEU
2353,Energy,Unknown,Norway,NATO
2353,Energy,Unknown,Norway,EUROPE
2353,Research,University Research Departments,Cyprus,MEA
2353,Research,University Research Departments,Cyprus,EU
2353,Research,University Research Departments,Cyprus,EUROPE
2353,Critical Manufacturing,Unknown,Cyprus,MEA
2353,Critical Manufacturing,Unknown,Cyprus,EU
2353,Critical Manufacturing,Unknown,Cyprus,EUROPE
2353,Space,Unknown,Cyprus,MEA
2353,Space,Unknown,Cyprus,EU
2353,Space,Unknown,Cyprus,EUROPE
2353,Defence industry,Cybersecurity Firms,Cyprus,MEA
2353,Defence industry,Cybersecurity Firms,Cyprus,EU
2353,Defence industry,Cybersecurity Firms,Cyprus,EUROPE
2353,Finance,Unknown,Cyprus,MEA
2353,Finance,Unknown,Cyprus,EU
2353,Finance,Unknown,Cyprus,EUROPE
2353,Telecommunications,Unknown,Cyprus,MEA
2353,Telecommunications,Unknown,Cyprus,EU
2353,Telecommunications,Unknown,Cyprus,EUROPE
2353,Health,Unknown,Cyprus,MEA
2353,Health,Unknown,Cyprus,EU
2353,Health,Unknown,Cyprus,EUROPE
2353,Transportation,Unknown,Cyprus,MEA
2353,Transportation,Unknown,Cyprus,EU
2353,Transportation,Unknown,Cyprus,EUROPE
2353,Energy,Unknown,Cyprus,MEA
2353,Energy,Unknown,Cyprus,EU
2353,Energy,Unknown,Cyprus,EUROPE
2353,Research,University Research Departments,Belgium,WESTEU
2353,Research,University Research Departments,Belgium,NATO
2353,Research,University Research Departments,Belgium,EU
2353,Research,University Research Departments,Belgium,EUROPE
2353,Critical Manufacturing,Unknown,Belgium,WESTEU
2353,Critical Manufacturing,Unknown,Belgium,NATO
2353,Critical Manufacturing,Unknown,Belgium,EU
2353,Critical Manufacturing,Unknown,Belgium,EUROPE
2353,Space,Unknown,Belgium,WESTEU
2353,Space,Unknown,Belgium,NATO
2353,Space,Unknown,Belgium,EU
2353,Space,Unknown,Belgium,EUROPE
2353,Defence industry,Cybersecurity Firms,Belgium,WESTEU
2353,Defence industry,Cybersecurity Firms,Belgium,NATO
2353,Defence industry,Cybersecurity Firms,Belgium,EU
2353,Defence industry,Cybersecurity Firms,Belgium,EUROPE
2353,Finance,Unknown,Belgium,WESTEU
2353,Finance,Unknown,Belgium,NATO
2353,Finance,Unknown,Belgium,EU
2353,Finance,Unknown,Belgium,EUROPE
2353,Telecommunications,Unknown,Belgium,WESTEU
2353,Telecommunications,Unknown,Belgium,NATO
2353,Telecommunications,Unknown,Belgium,EU
2353,Telecommunications,Unknown,Belgium,EUROPE
2353,Health,Unknown,Belgium,WESTEU
2353,Health,Unknown,Belgium,NATO
2353,Health,Unknown,Belgium,EU
2353,Health,Unknown,Belgium,EUROPE
2353,Transportation,Unknown,Belgium,WESTEU
2353,Transportation,Unknown,Belgium,NATO
2353,Transportation,Unknown,Belgium,EU
2353,Transportation,Unknown,Belgium,EUROPE
2353,Energy,Unknown,Belgium,WESTEU
2353,Energy,Unknown,Belgium,NATO
2353,Energy,Unknown,Belgium,EU
2353,Energy,Unknown,Belgium,EUROPE
2353,Research,University Research Departments,Egypt,NAF
2353,Research,University Research Departments,Egypt,AFRICA
2353,Research,University Research Departments,Egypt,MEA
2353,Research,University Research Departments,Egypt,MENA
2353,Critical Manufacturing,Unknown,Egypt,NAF
2353,Critical Manufacturing,Unknown,Egypt,AFRICA
2353,Critical Manufacturing,Unknown,Egypt,MEA
2353,Critical Manufacturing,Unknown,Egypt,MENA
2353,Space,Unknown,Egypt,NAF
2353,Space,Unknown,Egypt,AFRICA
2353,Space,Unknown,Egypt,MEA
2353,Space,Unknown,Egypt,MENA
2353,Defence industry,Cybersecurity Firms,Egypt,NAF
2353,Defence industry,Cybersecurity Firms,Egypt,AFRICA
2353,Defence industry,Cybersecurity Firms,Egypt,MEA
2353,Defence industry,Cybersecurity Firms,Egypt,MENA
2353,Finance,Unknown,Egypt,NAF
2353,Finance,Unknown,Egypt,AFRICA
2353,Finance,Unknown,Egypt,MEA
2353,Finance,Unknown,Egypt,MENA
2353,Telecommunications,Unknown,Egypt,NAF
2353,Telecommunications,Unknown,Egypt,AFRICA
2353,Telecommunications,Unknown,Egypt,MEA
2353,Telecommunications,Unknown,Egypt,MENA
2353,Health,Unknown,Egypt,NAF
2353,Health,Unknown,Egypt,AFRICA
2353,Health,Unknown,Egypt,MEA
2353,Health,Unknown,Egypt,MENA
2353,Transportation,Unknown,Egypt,NAF
2353,Transportation,Unknown,Egypt,AFRICA
2353,Transportation,Unknown,Egypt,MEA
2353,Transportation,Unknown,Egypt,MENA
2353,Energy,Unknown,Egypt,NAF
2353,Energy,Unknown,Egypt,AFRICA
2353,Energy,Unknown,Egypt,MEA
2353,Energy,Unknown,Egypt,MENA
2353,Research,University Research Departments,Iceland,NORTHEU
2353,Research,University Research Departments,Iceland,NATO
2353,Research,University Research Departments,Iceland,EUROPE
2353,Critical Manufacturing,Unknown,Iceland,NORTHEU
2353,Critical Manufacturing,Unknown,Iceland,NATO
2353,Critical Manufacturing,Unknown,Iceland,EUROPE
2353,Space,Unknown,Iceland,NORTHEU
2353,Space,Unknown,Iceland,NATO
2353,Space,Unknown,Iceland,EUROPE
2353,Defence industry,Cybersecurity Firms,Iceland,NORTHEU
2353,Defence industry,Cybersecurity Firms,Iceland,NATO
2353,Defence industry,Cybersecurity Firms,Iceland,EUROPE
2353,Finance,Unknown,Iceland,NORTHEU
2353,Finance,Unknown,Iceland,NATO
2353,Finance,Unknown,Iceland,EUROPE
2353,Telecommunications,Unknown,Iceland,NORTHEU
2353,Telecommunications,Unknown,Iceland,NATO
2353,Telecommunications,Unknown,Iceland,EUROPE
2353,Health,Unknown,Iceland,NORTHEU
2353,Health,Unknown,Iceland,NATO
2353,Health,Unknown,Iceland,EUROPE
2353,Transportation,Unknown,Iceland,NORTHEU
2353,Transportation,Unknown,Iceland,NATO
2353,Transportation,Unknown,Iceland,EUROPE
2353,Energy,Unknown,Iceland,NORTHEU
2353,Energy,Unknown,Iceland,NATO
2353,Energy,Unknown,Iceland,EUROPE
2353,Research,University Research Departments,Germany,WESTEU
2353,Research,University Research Departments,Germany,EU
2353,Research,University Research Departments,Germany,NATO
2353,Research,University Research Departments,Germany,EUROPE
2353,Critical Manufacturing,Unknown,Germany,WESTEU
2353,Critical Manufacturing,Unknown,Germany,EU
2353,Critical Manufacturing,Unknown,Germany,NATO
2353,Critical Manufacturing,Unknown,Germany,EUROPE
2353,Space,Unknown,Germany,WESTEU
